# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul 12 08:37:58 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmassj,pl_eqt,st_spectype,st_teff,st_mass,st_lum
GJ 317 c,GJ 317,1,2,6739.32300000,5.230000,13.500,1.64396,,M2.5 V,3492.73,0.42,-1.687
GJ 3222 b,GJ 3222,1,1,10.66669000,0.091000,3.400,0.03600,,K0V,5257.46,0.89,-0.252
GJ 328 b,GJ 328,1,2,3771.00000000,4.110000,13.300,2.51000,,M0.0,3897.00,0.65,-1.080
GJ 328 c,GJ 328,1,2,241.80000000,0.657000,4.910,0.06733,,M0.0,3897.00,0.65,-1.080
GJ 3293 b,GJ 3293,1,4,30.59870000,0.143390,5.190,0.07406,,M2.5,3466.00,0.42,-1.658
GJ 3293 c,GJ 3293,1,4,122.61960000,0.361750,4.870,0.06636,,M2.5,3466.00,0.42,-1.658
GJ 3293 d,GJ 3293,1,4,48.13450000,0.193940,2.670,0.02391,,M2.5,3466.00,0.42,-1.658
GJ 3293 e,GJ 3293,1,4,13.25430000,0.082080,1.630,0.01032,,M2.5,3466.00,0.42,-1.658
GJ 3323 b,GJ 3323,1,2,5.36360000,0.032820,1.230,0.00636,,M4,3159.00,0.16,-2.569
GJ 3323 c,GJ 3323,1,2,40.54000000,0.126400,1.320,0.00727,,M4,3159.00,0.16,-2.569
GJ 3341 b,GJ 3341,1,1,14.20700000,0.089000,2.460,0.02080,,M2.5,3526.00,0.47,-1.538
GJ 338 B b,GJ 338 B,2,1,24.42200000,0.142000,3.250,0.03335,391,M0 V,4014.00,0.64,-1.101
GJ 3470 b,GJ 3470,1,1,3.33664960,0.035500,4.570,0.04373,594,M1.5,3600.00,0.54,-1.538
GJ 3473 b,GJ 3473,2,2,1.19800350,0.015890,1.264,0.00585,773,M4,3347.00,0.36,-1.824
GJ 3473 c,GJ 3473,2,2,15.50900000,0.087600,2.630,0.02331,329,M4,3347.00,0.36,-1.824
GJ 3512 b,GJ 3512,1,2,203.69000000,0.337000,14.300,0.46000,,M5.5 V,3081.00,0.12,-2.804
GJ 3512 c,GJ 3512,1,2,1599.60000000,1.292000,9.320,0.20000,,M5.5 V,3081.00,0.12,-2.804
GJ 357 b,GJ 357,1,3,3.93072000,0.035000,1.217,0.00579,525,M2.5 V,3505.00,0.34,-1.798
GJ 357 c,GJ 357,1,3,9.12470000,0.061000,1.660,0.01070,401,M2.5 V,3505.00,0.34,-1.798
GJ 357 d,GJ 357,1,3,55.66100000,0.204000,2.340,0.01919,220,M2.5 V,3505.00,0.34,-1.798
GJ 3634 b,GJ 3634,1,1,2.64561000,0.028700,2.830,0.02600,,M2.5,3517.00,0.45,-1.699
GJ 367 b,GJ 367,1,1,0.32196200,0.007100,0.718,0.00172,1745,M1.0 V,3522.00,0.45,-1.541
GJ 3779 b,GJ 3779,1,1,3.02320000,0.026000,2.750,0.02517,,M4.0 V,3324.00,0.27,-2.062
GJ 3929 b,GJ 3929,1,2,2.61623500,0.025200,1.090,0.00551,568,M3.5 V,3384.00,0.31,-1.963
GJ 3929 c,GJ 3929,1,2,15.04000000,0.081000,2.260,0.01797,317,M3.5 V,3384.00,0.31,-1.963
GJ 393 b,GJ 393,1,1,7.02679000,0.054020,1.170,0.00538,485,M2.0 V,3579.00,0.43,-1.571
GJ 3942 b,GJ 3942,1,1,6.90500000,0.060800,2.570,0.02246,590,M0,3867.00,0.63,-1.120
GJ 3998 b,GJ 3998,1,2,2.64977000,0.029000,1.380,0.00777,,M1,3722.00,0.50,-1.387
GJ 3998 c,GJ 3998,1,2,13.74000000,0.089000,2.380,0.01970,,M1,3722.00,0.50,-1.387
GJ 411 b,GJ 411,1,2,12.93940000,0.078790,1.450,0.00846,350,M1.5 V,3719.00,0.39,-1.710
GJ 414 A b,GJ 414 A,2,2,50.80000000,0.232400,2.630,0.02391,309,K7 V,4120.00,0.65,-0.924
GJ 414 A c,GJ 414 A,2,2,749.83000000,1.400000,8.400,0.16937,125,K7 V,4120.00,0.65,-0.924
GJ 422 b,GJ 422,1,1,20.12900000,0.111000,3.330,0.03483,,M3.5 V,3323.00,0.35,-1.959
GJ 4276 b,GJ 4276,1,1,13.35200000,0.082000,4.220,0.05213,,M4.0,3387.00,0.41,-1.706
GJ 433 b,GJ 433,1,3,7.37050000,0.062000,2.330,0.01901,,M1.5 V,3461.00,0.48,-1.699
GJ 433 c,GJ 433,1,3,5094.10500000,4.819000,6.270,0.10201,,M1.5 V,3472.00,0.48,-1.699
GJ 433 d,GJ 433,1,3,36.05900000,0.178000,2.140,0.01643,,M2V,3461.00,0.48,-1.475
GJ 436 b,GJ 436,1,1,2.64388312,0.029100,4.170,0.07000,686,M2.5 V,3586.11,0.47,-1.585
GJ 463 b,GJ 463,1,1,3448.00000000,3.530000,13.000,3.60000,,M3 V,3540.00,0.49,-1.523
GJ 480 b,GJ 480,1,1,9.56700000,0.068000,3.690,0.04153,,M3.5 Ve,3381.00,0.45,-1.612
GJ 486 b,GJ 486,1,1,1.46711900,0.017340,1.305,0.00887,701,M3.5 V,3340.00,0.32,-1.917
GJ 504 b,GJ 504,1,1,,43.500000,13.000,4.00000,510,G0 V,6234.00,1.22,0.332
GJ 514 b,GJ 514,1,1,140.43000000,0.422000,2.130,0.01636,202,M0.5-1.0 V,3728.00,0.51,-1.367
GJ 536 b,GJ 536,1,1,8.70760000,0.066610,2.170,0.01686,,M1 V,3685.00,0.52,-1.377
GJ 581 b,GJ 581,1,3,5.36860000,0.040610,4.110,0.04970,,M3 V,3396.00,0.31,-1.885
GJ 581 c,GJ 581,1,3,12.91400000,0.072100,2.210,0.01730,,M3 V,3396.00,0.31,-1.885
GJ 581 e,GJ 581,1,3,3.14900000,0.028150,1.170,0.00530,,M3 V,3396.00,0.31,-1.885
GJ 625 b,GJ 625,1,1,14.62800000,0.078361,1.490,0.00887,,M2,3499.00,0.30,-1.894
GJ 649 b,GJ 649,1,1,600.10000000,1.112000,10.800,0.25800,,M1.0,3734.00,0.51,-1.361
GJ 667 C b,GJ 667 C,3,5,7.20040000,0.050500,2.230,0.01800,,M1.5 V,3350.00,0.33,-1.863
GJ 667 C c,GJ 667 C,3,5,28.14000000,0.125000,1.770,0.01200,,M1.5 V,3350.00,0.33,-1.863
GJ 667 C e,GJ 667 C,3,5,62.24000000,0.213000,1.450,0.00800,,M1.5 V,3350.00,0.33,-1.863
GJ 667 C f,GJ 667 C,3,5,39.02600000,0.156000,1.450,0.00800,,M1.5 V,3350.00,0.33,-1.863
GJ 667 C g,GJ 667 C,3,5,256.20000000,0.549000,1.990,0.01400,,M1.5 V,3350.00,0.33,-1.863
GJ 674 b,GJ 674,1,1,4.69380000,0.039000,3.330,0.03500,,M2.5,3600.00,0.35,-1.796
GJ 676 A b,GJ 676 A,2,4,1051.44521000,1.735000,12.800,5.79200,,M0 V,3734.00,0.63,-1.043
GJ 676 A c,GJ 676 A,2,4,13921.42302000,9.726000,12.300,13.49200,,M0,4006.03,0.63,-1.043
GJ 676 A d,GJ 676 A,2,4,3.60076000,0.039000,1.780,0.01200,,M0 V,4006.03,0.63,-1.043
GJ 676 A e,GJ 676 A,2,4,35.47358000,0.181000,2.470,0.02100,,M0 V,4006.03,0.63,-1.043
GJ 680 b,GJ 680,1,1,17281.66514000,10.138000,12.000,25.10000,,K5,3563.00,0.46,-1.514
GJ 682 b,GJ 682,1,2,17.47800000,0.080000,1.930,0.01384,,M3.5 V,3028.00,0.27,-2.699
GJ 682 c,GJ 682,1,2,57.32000000,0.176000,2.890,0.02737,,M3.5 V,3028.00,0.27,-2.699
GJ 685 b,GJ 685,1,1,24.16000000,0.134400,2.950,0.02832,,M0.5,3816.00,0.55,-1.253
GJ 687 b,GJ 687,1,2,38.14200000,0.163000,4.320,0.05412,,M3 V,3413.00,0.40,-1.672
GJ 687 c,GJ 687,1,2,727.56200000,1.165000,4.140,0.05034,,M3.0V,3413.00,0.40,-1.672
GJ 720 A b,GJ 720 A,2,1,19.46600000,0.119000,3.770,0.04292,401,M0.5 V,3837.00,0.57,-1.217
GJ 740 b,GJ 740,1,1,2.37756000,0.029000,1.530,0.00931,829,M1.0 V,3913.00,0.58,-1.206
GJ 832 b,GJ 832,1,1,3657.00000000,3.560000,13.900,0.80000,,M1 V,3472.00,0.45,-1.585
GJ 849 b,GJ 849,1,2,1925.31000000,2.320000,13.900,0.89300,,M3.5,3467.00,0.45,-1.590
GJ 849 c,GJ 849,1,2,5990.00000000,4.950000,1.010,0.00311,,M3.5,3467.00,0.45,-1.590
GJ 86 b,GJ 86,2,1,15.76491000,0.110000,12.900,4.42000,,K1V,5182.00,0.93,-0.390
GJ 876 b,GJ 876,1,4,61.11660000,0.208317,13.300,2.27560,,M4 V,3293.74,0.32,-1.907
GJ 876 c,GJ 876,1,4,30.08810000,0.129590,14.000,0.71420,,M4 V,3293.74,0.32,-1.907
GJ 876 d,GJ 876,1,4,1.93778000,0.020807,2.510,0.02100,,M4 V,3293.74,0.32,-1.907
GJ 876 e,GJ 876,1,4,124.26000000,0.334300,3.920,0.04600,,M2.5V,3271.00,0.32,-1.907
GJ 887 b,GJ 887,1,2,9.26200000,0.068000,1.880,0.01321,468,M1 V,3688.00,0.49,-1.434
GJ 887 c,GJ 887,1,2,21.78900000,0.120000,2.670,0.02391,352,M1 V,3688.00,0.49,-1.434
GJ 896 A b,GJ 896 A,2,1,284.39000000,0.639650,13.300,2.26000,,M3.5 V,3345.00,0.44,-1.755
GJ 9066 c,GJ 9066,1,1,771.36000000,0.880000,9.600,0.21000,,M5.0 V,3154.00,0.15,-2.595
GJ 96 b,GJ 96,1,1,73.94000000,0.291000,4.670,0.06186,,M2,3785.00,0.60,-1.052
GJ 9689 b,GJ 9689,1,1,18.27000000,0.113900,3.070,0.03036,453,M0.5,3836.00,0.59,-1.200
GJ 9714 b,GJ 9714,1,1,19240.75467000,12.319000,12.500,9.40300,,K5V,4263.00,0.67,-0.884
GJ 9827 b,GJ 9827,1,3,1.20898190,0.018800,1.577,0.01617,1175,K6 V,4305.00,0.61,-0.942
GJ 9827 c,GJ 9827,1,3,3.64809600,0.039250,1.241,0.00409,813,K6 V,4305.00,0.61,-0.942
GJ 9827 d,GJ 9827,1,3,6.20147000,0.055900,2.022,0.01111,681,K6 V,4305.00,0.61,-0.942
GPX-1 b,GPX-1,1,1,1.74457900,0.033800,16.477,19.70000,2300,F2,7000.00,1.68,0.727
GQ Lup b,GQ Lup,1,1,,100.000000,33.600,20.00000,2650,K7e V,4360.00,0.70,-0.072
GSC 06214-00210 b,GSC 06214-00210,1,1,,320.000000,20.176,16.00000,2300,K7,4200.00,0.90,-0.420
GU Psc b,GU Psc,1,1,,2000.000000,14.179,11.30000,1050,M3,4031.81,0.33,-1.602
Gaia-1 b,Gaia-1,1,1,3.05252400,0.040470,13.776,1.68000,,,5470.00,0.95,-0.159
Gaia-2 b,Gaia-2,1,1,3.69152240,0.046700,14.818,0.81700,1213,,5720.00,1.00,0.057
Gl 378 b,Gl 378,1,1,3.82200000,0.039435,3.660,0.04097,830,M1,3879.00,0.56,-1.222
Gl 49 b,Gl 49,2,1,13.85080000,0.090500,2.240,0.01771,,M1.5 V,3805.00,0.52,-1.306
Gl 686 b,Gl 686,1,1,15.53000000,0.091000,2.460,0.02084,379,M1.0 V,3656.00,0.43,-1.530
HAT-P-1 b,HAT-P-1,2,1,4.46529976,0.055610,14.785,0.52500,1322,G0 V,5980.00,1.15,0.225
HAT-P-11 b,HAT-P-11,1,2,4.88780244,0.052540,4.360,0.08400,838,K4,4780.00,0.81,-0.567
HAT-P-11 c,HAT-P-11,1,2,3407.00000000,4.130000,13.300,2.30000,,K4,4780.00,0.81,-0.564
HAT-P-12 b,HAT-P-12,1,1,3.21305980,0.038400,10.749,0.21100,963,K4,4650.00,0.73,-0.678
HAT-P-13 b,HAT-P-13,1,2,2.91625000,0.043830,14.258,0.85100,1740,G4,5653.00,1.32,0.346
HAT-P-13 c,HAT-P-13,1,2,446.27000000,1.258000,12.300,14.28000,340,G4,5653.00,1.32,0.346
HAT-P-14 b,HAT-P-14,2,1,4.62767000,0.059600,15.917,3.44000,1624,F5 V,6600.00,2.65,0.644
HAT-P-15 b,HAT-P-15,1,1,10.86350000,0.096500,11.882,1.94000,904,G5,5568.00,1.00,0.000
HAT-P-16 b,HAT-P-16,3,1,2.77596000,0.041300,14.448,4.19300,1626,F8,6158.00,1.22,0.294
HAT-P-17 b,HAT-P-17,1,2,10.33852000,0.088200,11.769,0.58000,792,K,5246.00,0.99,-0.289
HAT-P-17 c,HAT-P-17,1,2,5584.00000000,5.600000,13.100,3.40000,,K,5336.96,0.92,-0.289
HAT-P-18 b,HAT-P-18,1,1,5.50802300,0.055900,11.153,0.19700,852,K2,4803.00,0.77,-0.569
HAT-P-19 b,HAT-P-19,1,1,4.00877800,0.046600,12.689,0.29200,1010,K1,4990.00,0.84,-0.432
HAT-P-2 b,HAT-P-2,1,1,5.63351580,0.068140,12.663,8.70000,1540,F8,6380.00,1.33,0.530
HAT-P-20 b,HAT-P-20,1,1,2.87531700,0.036100,9.718,7.24600,970,K3,4595.00,0.76,-0.721
HAT-P-21 b,HAT-P-21,1,1,4.12448000,0.049400,12.442,4.87000,1283,G3,5588.00,1.24,0.025
HAT-P-22 b,HAT-P-22,2,1,3.21222000,0.041400,12.890,2.47000,1463,G5 V,5302.00,1.13,-0.114
HAT-P-23 b,HAT-P-23,1,1,1.21288000,0.023200,12.218,1.34000,1951,G0,5905.00,0.58,0.199
HAT-P-24 b,HAT-P-24,2,1,3.35524000,0.046510,14.572,0.75000,1637,F8,6373.00,1.37,0.408
HAT-P-25 b,HAT-P-25,1,1,3.65281514,0.046600,12.722,0.56900,1182,G5,5519.00,1.01,-0.152
HAT-P-26 b,HAT-P-26,1,1,4.23452000,0.047900,7.062,0.07000,1001,K1,5079.00,1.12,-0.359
HAT-P-27 b,HAT-P-27,2,1,3.03957700,0.040000,11.430,0.62000,1092,G8,5316.00,0.92,-0.269
HAT-P-28 b,HAT-P-28,1,1,3.25721500,0.043400,13.585,0.62600,1384,G3,5680.00,1.03,0.053
HAT-P-29 b,HAT-P-29,2,1,5.72319000,0.066700,13.115,0.88000,1271,F8,6087.00,1.45,0.272
HAT-P-3 b,HAT-P-3,2,1,2.89970000,0.038660,10.536,0.65000,1189,K,5185.00,1.06,-0.360
HAT-P-30 b,HAT-P-30,2,1,2.81060000,0.041900,16.141,0.83000,1630,F7,6304.00,1.55,0.312
HAT-P-31 b,HAT-P-31,1,1,5.00542000,0.061000,12.218,2.27000,1450,,6065.00,1.31,0.433
HAT-P-32 b,HAT-P-32,2,1,2.15000820,0.033970,22.194,0.68000,1836,,6001.00,1.13,0.338
HAT-P-33 b,HAT-P-33,2,1,3.47447000,0.049950,20.737,0.92000,1782,F4,6446.00,1.82,0.618
HAT-P-34 b,HAT-P-34,1,1,5.45265400,0.067740,13.417,3.33000,1520,,6442.00,1.39,0.600
HAT-P-35 b,HAT-P-35,3,1,3.64670600,0.049780,14.930,1.05600,1581,,6096.00,1.24,0.383
HAT-P-36 b,HAT-P-36,1,1,1.32734683,0.024100,14.314,1.84820,1781,G5 V,5620.00,1.03,0.022
HAT-P-37 b,HAT-P-37,1,1,2.79743600,0.037900,13.204,1.16900,1271,,5500.00,0.93,-0.208
HAT-P-38 b,HAT-P-38,1,1,4.64038200,0.052300,9.247,0.26700,1082,G5,5330.00,0.89,-0.208
HAT-P-39 b,HAT-P-39,2,1,3.54387000,0.050900,17.609,0.59900,1752,,6430.00,1.40,0.607
HAT-P-4 b,HAT-P-4,2,1,3.05653600,0.044380,14.280,0.67100,1686,F,5860.00,0.56,0.431
HAT-P-40 b,HAT-P-40,1,1,4.45724000,0.060800,17.038,0.48000,1770,,6080.00,1.03,0.778
HAT-P-41 b,HAT-P-41,2,1,2.69405000,0.042580,22.978,1.19000,1941,,6390.00,2.56,0.628
HAT-P-42 b,HAT-P-42,1,1,4.64187800,0.057500,14.348,1.04400,1428,,5743.00,1.18,0.356
HAT-P-43 b,HAT-P-43,1,1,3.33264140,0.044400,13.630,0.66200,1353,F9,5693.00,1.03,0.060
HAT-P-44 b,HAT-P-44,1,2,4.30121900,0.050700,13.922,0.35200,1108,,5295.00,0.94,-0.194
HAT-P-44 c,HAT-P-44,1,2,872.20000000,1.752000,13.000,4.00000,,,5295.00,0.94,-0.194
HAT-P-45 b,HAT-P-45,1,1,3.12899200,0.045200,15.984,0.89200,1652,,6330.00,1.26,0.400
HAT-P-46 b,HAT-P-46,1,1,4.46312900,0.057700,14.392,0.49300,1458,,6120.00,1.28,0.391
HAT-P-49 b,HAT-P-49,1,1,2.69155000,0.043780,17.822,2.20000,2131,F,6820.00,2.22,0.814
HAT-P-5 b,HAT-P-5,1,1,2.78849000,0.040730,13.563,0.98000,1539,G,5960.00,1.04,0.187
HAT-P-50 b,HAT-P-50,1,1,3.12201090,0.045300,14.437,1.35000,1862,F5,6280.00,1.27,0.603
HAT-P-51 b,HAT-P-51,1,1,4.21802780,0.050690,14.493,0.30900,1192,G7,5449.00,0.98,-0.066
HAT-P-52 b,HAT-P-52,1,1,2.75359530,0.036940,11.310,0.81800,1218,K1,5131.00,0.89,-0.305
HAT-P-53 b,HAT-P-53,1,1,1.96162410,0.031590,14.773,1.48400,1778,,5956.00,1.09,0.217
HAT-P-54 b,HAT-P-54,1,1,3.79984700,0.041170,10.581,0.76000,818,K7,4390.00,0.65,-0.902
HAT-P-55 b,HAT-P-55,1,1,3.58524670,0.046040,13.249,0.58200,1313,,5808.00,1.01,0.064
HAT-P-56 b,HAT-P-56,1,1,2.79083000,0.042300,16.926,2.31000,1840,F8,6566.00,1.42,0.553
HAT-P-57 b,HAT-P-57,3,1,2.46530000,0.040600,19.504,1.41000,2200,A8 V,6330.00,2.77,0.806
HAT-P-58 b,HAT-P-58,1,1,4.01383790,0.049940,14.930,0.37200,1622,,6078.00,1.03,0.456
HAT-P-59 b,HAT-P-59,1,1,4.14197710,0.050640,12.588,1.54000,1278,,5678.00,1.01,0.054
HAT-P-6 b,HAT-P-6,1,1,3.85298000,0.052390,16.589,1.32000,1675,,6570.00,1.79,0.553
HAT-P-60 b,HAT-P-60,1,1,4.79478130,0.062770,18.282,0.57400,1772,,6212.00,1.44,0.809
HAT-P-61 b,HAT-P-61,1,1,1.90231289,0.030100,10.077,1.05700,1505,,5587.00,1.00,-0.115
HAT-P-62 b,HAT-P-62,1,1,2.64532350,0.037720,12.027,0.76100,1512,,5629.00,1.02,0.091
HAT-P-63 b,HAT-P-63,1,1,3.37772800,0.042940,12.543,0.61400,1237,,5400.00,0.93,-0.146
HAT-P-64 b,HAT-P-64,1,1,4.00723200,0.053870,19.089,0.58000,1766,,6457.00,1.30,0.668
HAT-P-65 b,HAT-P-65,1,1,2.60545520,0.039510,21.185,0.52700,1930,G2,5835.00,1.21,0.555
HAT-P-66 b,HAT-P-66,1,1,2.97208600,0.043630,17.822,0.78300,1896,G0,6002.00,1.26,0.615
HAT-P-67 b,HAT-P-67,2,1,4.81010250,0.065050,23.371,0.34000,1903,,6406.00,1.64,0.939
HAT-P-68 b,HAT-P-68,1,1,2.29840551,0.029960,12.016,0.72400,1028,K,4508.00,0.68,-0.779
HAT-P-69 b,HAT-P-69,1,1,4.78694910,0.065550,18.786,3.58000,1930,,7394.00,1.65,1.000
HAT-P-7 b,HAT-P-7,2,1,2.20474000,0.036760,16.926,1.84000,2733,,6389.00,1.56,0.814
HAT-P-70 b,HAT-P-70,1,1,2.74432452,0.047390,20.961,6.78000,2562,,8450.00,1.89,1.223
HAT-P-8 b,HAT-P-8,3,1,3.07634000,0.044960,15.693,1.28000,1700,F6,6200.00,1.27,0.519
HAT-P-9 b,HAT-P-9,1,1,3.92281072,0.052870,15.614,0.74900,1540,F7,6350.00,1.28,0.418
HATS-1 b,HATS-1,1,1,3.44645900,0.044400,14.594,1.85500,1359,,5870.00,0.99,0.041
HATS-10 b,HATS-10,1,1,3.31284600,0.044910,10.862,0.52600,1407,,5880.00,1.10,0.117
HATS-11 b,HATS-11,1,1,3.61918800,0.050700,18.030,0.83000,1596,G0,6563.00,1.33,0.403
HATS-12 b,HATS-12,1,1,3.14270200,0.044100,7.760,2.39000,1446,F,6357.00,1.16,0.863
HATS-13 b,HATS-13,1,1,3.04404990,0.040570,13.585,0.54300,1244,,5523.00,0.96,-0.321
HATS-14 b,HATS-14,1,1,2.76676410,0.038150,11.646,1.07100,1276,,5346.00,0.97,-0.173
HATS-15 b,HATS-15,1,1,1.74748753,0.027120,12.386,2.17000,1505,G9 V,5311.00,0.87,-0.204
HATS-16 b,HATS-16,1,1,2.68650200,0.037440,14.572,3.27000,1592,G3 V,5738.00,0.97,0.173
HATS-17 b,HATS-17,1,1,16.25461100,0.130800,8.709,1.33800,814,G V,5846.00,1.13,0.093
HATS-18 b,HATS-18,1,1,0.83784000,0.017400,14.897,1.97950,2069,G V,5600.00,1.04,-0.032
HATS-2 b,HATS-2,1,1,1.35413300,0.023000,13.092,1.34500,1577,K,5227.00,0.88,-0.268
HATS-22 b,HATS-22,1,1,4.72281240,0.050250,10.682,2.74000,858,K V,4803.00,0.76,-0.646
HATS-23 b,HATS-23,1,1,2.16051560,0.033970,20.849,1.47000,1654,G V,5780.00,1.12,0.155
HATS-24 b,HATS-24,1,1,1.34849780,0.023800,15.637,2.26000,2166,F V,6125.00,1.07,0.190
HATS-25 b,HATS-25,1,1,4.29864320,0.051630,14.123,0.61300,1277,G,5715.00,0.99,0.068
HATS-26 b,HATS-26,1,1,3.30238810,0.047350,19.616,0.65000,1918,F,6071.00,1.30,0.704
HATS-27 b,HATS-27,1,1,4.63703800,0.061100,16.814,0.53000,1659,F,6438.00,1.42,0.669
HATS-28 b,HATS-28,1,1,3.18107810,0.041310,13.384,0.67200,1253,G,5498.00,0.93,-0.157
HATS-29 b,HATS-29,1,1,4.60587490,0.054750,14.022,0.65300,1212,G,5670.00,1.03,0.029
HATS-3 b,HATS-3,1,1,3.54785100,0.048500,15.480,1.07100,1648,F,6351.00,1.21,0.456
HATS-30 b,HATS-30,2,1,3.17435160,0.043540,13.171,0.70600,1414,G,5943.00,1.09,0.097
HATS-31 b,HATS-31,1,1,3.37796000,0.047800,18.383,0.88000,1823,,6050.00,1.27,0.619
HATS-32 b,HATS-32,1,1,2.81265480,0.040240,14.000,0.92000,1437,,5700.00,1.10,0.057
HATS-33 b,HATS-33,1,1,2.54955510,0.037270,13.787,1.19200,1429,,5659.00,1.06,-0.018
HATS-34 b,HATS-34,1,1,2.10616070,0.031660,16.029,0.94100,1445,,5380.00,0.96,-0.140
HATS-35 b,HATS-35,1,1,1.82099930,0.031990,16.410,1.22200,2037,,6300.00,1.32,0.465
HATS-36 b,HATS-36,1,1,4.17518600,0.052300,12.920,3.21600,1203,G0 V,5950.00,1.10,0.215
HATS-37 A b,HATS-37 A,2,1,4.33153660,0.049130,6.793,0.09900,1085,,5326.00,0.84,-0.256
HATS-38 b,HATS-38,1,1,4.37502100,0.050360,6.882,0.07400,1294,,5732.00,0.89,0.072
HATS-39 b,HATS-39,1,1,4.57763480,0.060070,17.598,0.63000,1645,,6572.00,1.38,0.640
HATS-4 b,HATS-4,1,1,2.51672900,0.036200,11.433,1.32300,1315,G,5403.00,1.00,-0.187
HATS-40 b,HATS-40,1,1,3.26427360,0.049970,17.710,1.59000,2101,,6460.00,1.56,0.903
HATS-41 b,HATS-41,1,1,4.19364900,0.058300,14.908,9.70000,1710,,6424.00,1.50,0.653
HATS-42 b,HATS-42,1,1,2.29210200,0.036890,15.693,1.88000,1856,,6060.00,1.27,0.425
HATS-43 b,HATS-43,1,1,4.38884970,0.049440,13.227,0.26100,1003,,5099.00,0.84,-0.398
HATS-44 b,HATS-44,1,1,2.74390040,0.036490,11.960,0.56000,1161,,5080.00,0.86,-0.398
HATS-45 b,HATS-45,1,1,4.18762440,0.055110,14.415,0.70000,1518,,6450.00,1.27,0.425
HATS-46 b,HATS-46,1,1,4.74237290,0.053670,10.122,0.17300,1054,,5495.00,0.92,-0.230
HATS-47 b,HATS-47,1,1,3.92280380,0.042690,12.520,0.36900,853,,4512.00,0.67,-0.796
HATS-48 A b,HATS-48 A,2,1,3.13166660,0.037690,8.967,0.24300,955,,4546.00,0.73,-0.709
HATS-49 b,HATS-49,1,1,4.14804670,0.045150,8.575,0.35300,835,,4405.00,0.71,-0.785
HATS-5 b,HATS-5,1,1,4.76338700,0.054200,10.223,0.23700,1025,G,5304.00,0.94,-0.268
HATS-50 b,HATS-50,1,1,3.82970150,0.050460,12.666,0.39000,,,5990.00,1.17,0.143
HATS-51 b,HATS-51,1,1,3.34887020,0.046390,15.805,0.76800,1553,,5758.00,1.19,0.310
HATS-52 b,HATS-52,1,1,1.36665436,0.024980,15.491,2.24000,1834,,6010.00,1.11,0.068
HATS-53 b,HATS-53,1,1,3.85377680,0.047530,15.020,0.59500,1312,,5644.00,0.96,0.045
HATS-54 b,HATS-54,1,1,2.54417650,0.037000,11.377,0.75300,1429,G6 V,5621.00,1.05,0.115
HATS-55 b,HATS-55,1,1,4.20420010,0.054120,14.022,0.92100,1367,,6214.00,1.20,0.229
HATS-56 b,HATS-56,1,1,4.32479900,0.060430,18.921,0.60200,1902,,6536.00,1.57,0.898
HATS-57 b,HATS-57,1,1,2.35062100,0.034930,12.767,3.14700,1413,,5587.00,1.03,-0.094
HATS-58 A b,HATS-58 A,2,1,4.21808960,0.057980,12.274,1.03000,1721,,7175.00,1.46,0.689
HATS-59 b,HATS-59,1,2,5.41608100,0.061120,12.621,0.80600,1128,,5670.00,1.04,-0.004
HATS-59 c,HATS-59,1,2,1422.00000000,2.504000,12.300,12.70000,176,,5670.00,1.04,-0.004
HATS-6 b,HATS-6,1,1,3.32527250,0.036230,11.187,0.31900,713,M1 V,3724.00,0.57,-1.100
HATS-60 b,HATS-60,1,1,3.56082900,0.047080,12.924,0.66200,1528,,5688.00,1.10,0.300
HATS-61 b,HATS-61,1,1,7.81795300,0.079080,13.395,3.40000,1226,,5542.00,1.08,0.369
HATS-62 b,HATS-62,1,1,3.27688370,0.041630,11.825,0.17900,1237,,5416.00,0.90,-0.173
HATS-63 b,HATS-63,1,1,3.05665270,0.040260,13.529,0.96000,1398,,5627.00,0.93,0.012
HATS-64 b,HATS-64,1,1,4.90889700,0.065620,18.820,0.96000,1793,,6554.00,1.56,0.867
HATS-65 b,HATS-65,2,1,3.10516100,0.044970,16.825,0.82100,1634,,6277.00,1.26,0.377
HATS-66 b,HATS-66,1,1,3.14143910,0.047140,15.816,5.33000,1998,,6626.00,1.41,0.767
HATS-67 b,HATS-67,1,1,1.60917880,0.030320,18.887,1.45000,2193,,6594.00,1.44,0.547
HATS-68 b,HATS-68,1,1,3.58622020,0.050710,13.809,1.29000,1741,,6147.00,1.35,0.592
HATS-69 b,HATS-69,1,1,2.22525770,0.032110,10.593,0.57700,1296,,5137.00,0.89,-0.318
